Title,Genre,Rating,Votes,Runtime
Knock Knock,"
Drama, Thriller            ",4.9,87474,99.0
Madam Secretary,"
Drama            ",7.6,20755,45.0
Hauru no ugoku shiro,"
Animation, Adventure, Family            ",8.2,351466,119.0
The Alienist,"
Crime, Drama, Mystery            ",7.7,48646,60.0
Now You See Me,"
Crime, Mystery, Thriller            ",7.2,614056,115.0
Hell's Kitchen,"
Game-Show, Reality-TV            ",7.1,19419,42.0
The Ballad of Buster Scruggs,"
Comedy, Drama, Musical            ",7.3,130664,133.0
The Lost World: Jurassic Park,"
Action, Adventure, Sci-Fi            ",6.6,390425,129.0
The Politician,"
Comedy, Drama            ",7.5,19735,42.0
Marco Polo,"
Adventure, Drama, History            ",8.0,67083,60.0
Tattoo Redo,"
Reality-TV            ",5.6,232,
Shameless,"
Comedy, Crime, Drama            ",8.0,15630,90.0
Top Gear,"
Adventure, Comedy, Reality-TV            ",8.6,111345,60.0
Vanquish,"
Action, Crime, Thriller            ",2.7,3010,94.0
Sweet Magnolias,"
Drama, Romance            ",7.4,10096,
Geostorm,"
Action, Sci-Fi, Thriller            ",5.3,99724,109.0
The Bureau of Magical Things,"
Family, Fantasy, Mystery            ",6.8,1349,25.0
Rojst,"
Crime, Drama, Thriller            ",7.0,3471,50.0
Sausage Party,"
Animation, Adventure, Comedy            ",6.1,181775,89.0
A Futile and Stupid Gesture,"
Biography, Comedy            ",6.8,14676,101.0
Eurovision Song Contest: The Story of Fire Saga,"
Comedy, Music            ",6.5,84242,123.0
Russian Doll,"
Adventure, Comedy, Drama            ",7.9,72588,30.0
Sa-rang-eui bul-sa-chak,"
Adventure, Comedy, Romance            ",8.7,16879,70.0
The Next Three Days,"
Action, Crime, Drama            ",7.3,189815,133.0
Maniac,"
Comedy, Drama, Sci-Fi            ",7.8,69384,386.0
Moonlight,"
Drama            ",7.4,285273,111.0
In the Heart of the Sea,"
Action, Adventure, Biography            ",6.9,128605,122.0
The Babysitter: Killer Queen,"
Comedy, Horror            ",5.8,31220,101.0
Final Space,"
Animation, Action, Adventure            ",8.3,36443,30.0
Into the Badlands,"
Action, Adventure, Drama            ",8.0,43147,42.0
Firefly Lane,"
Drama, Romance            ",7.4,16674,
Manhunt,"
Biography, Crime, Drama            ",8.1,54164,60.0
Kingdom,"
Drama            ",8.5,16565,43.0
Wet Hot American Summer: First Day of Camp,"
Comedy            ",7.4,22906,30.0
Rebecca,"
Drama, Mystery, Romance            ",6.0,35836,123.0
Master of None,"
Comedy, Drama            ",8.3,70472,30.0
The Stranger,"
Crime, Drama, Mystery            ",7.3,38697,363.0
Contact,"
Drama, Mystery, Sci-Fi            ",7.5,261289,150.0
The Kissing Booth,"
Comedy, Romance            ",6.0,72207,105.0
Top Boy,"
Crime, Drama, Thriller            ",8.4,14832,60.0
Climax,"
Drama, Horror, Music            ",7.0,58051,97.0
Vivo,"
Animation, Adventure, Comedy            ",7.3,27,95.0
Gods of Egypt,"
Action, Adventure, Fantasy            ",5.4,109959,127.0
Mank,"
Biography, Comedy, Drama            ",6.9,63893,131.0
Bleach: Burîchi,"
Animation, Action, Adventure            ",8.1,46537,24.0
¿Quién Mató a Sara?,"
Crime, Drama, Mystery            ",6.4,10387,
X-Ray: Selected Satyajit Shorts,"
Crime, Drama, Thriller            ",7.2,7023,65.0
The Dirt,"
Biography, Comedy, Drama            ",7.0,43022,107.0
The Real Housewives of Beverly Hills,"
Reality-TV            ",5.1,5326,44.0
Gerald's Game,"
Drama, Horror, Thriller            ",6.5,95660,103.0
Outlaw King,"
Action, Biography, Drama            ",6.9,64076,121.0
Another Life,"
Adventure, Drama, Mystery            ",5.0,25983,43.0
Crazy Ex-Girlfriend,"
Comedy, Musical            ",7.8,17902,42.0
Yakusoku no Neverland,"
Animation, Adventure, Drama            ",8.5,28438,23.0
He's All That,"
Comedy, Romance            ",0.0,0,
High School DxD,"
Animation, Action, Comedy            ",7.6,8085,23.0
Fuller House,"
Comedy, Family            ",6.7,25578,30.0
Thunder Force,"
Action, Adventure, Comedy            ",4.4,35640,106.0
The Midnight Sky,"
Drama, Fantasy, Sci-Fi            ",5.6,75985,118.0
Breach,"
Action, Horror, Sci-Fi            ",3.1,10958,92.0
Rosemary's Baby,"
Drama, Horror            ",8.0,201472,137.0
Below Deck,"
Reality-TV            ",7.3,2222,43.0
Kung Fu Panda 3,"
Animation, Action, Adventure            ",7.1,141657,95.0
Bright,"
Action, Fantasy, Thriller            ",6.3,175334,117.0
H2O: Just Add Water,"
Drama, Family, Fantasy            ",7.2,13458,23.0
Colony,"
Action, Adventure, Drama            ",7.4,32620,42.0
Deep,"
Drama, Mystery, Sci-Fi            ",4.9,738,101.0
From Dusk Till Dawn: The Series,"
Action, Crime, Fantasy            ",6.9,19559,45.0
Ender's Game,"
Action, Adventure, Fantasy            ",6.6,228812,114.0
Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion,"
Animation, Action, Drama            ",8.7,55979,24.0
Alice in Borderland,"
Action, Fantasy, Mystery            ",7.7,22347,50.0
Planet of the Apes,"
Adventure, Sci-Fi            ",8.0,170681,112.0
Shot Caller,"
Crime, Drama, Thriller            ",7.3,77040,121.0
Ash vs Evil Dead,"
Action, Comedy, Horror            ",8.4,67180,30.0
Pieces of a Woman,"
Drama            ",7.1,41856,126.0
Yes Day,"
Comedy, Family            ",5.7,19062,86.0
The Ritual,"
Horror, Mystery, Thriller            ",6.3,84230,94.0
Force of Nature,"
Action, Crime, Drama            ",4.5,9016,91.0
Downsizing,"
Drama, Fantasy, Sci-Fi            ",5.7,102222,135.0
Fruits Basket,"
Animation, Comedy, Drama            ",8.6,3549,24.0
Murder Mystery,"
Action, Comedy, Crime            ",6.0,110725,97.0
Poketto monsutâ,"
Animation, Action, Adventure            ",7.5,39553,24.0
Cursed,"
Adventure, Drama, Fantasy            ",5.9,25954,60.0
Lone Survivor,"
Action, Biography, Drama            ",7.5,273061,121.0
"Extremely Wicked, Shockingly Evil and Vile","
Biography, Crime, Drama            ",6.7,84387,110.0
Henry Danger,"
Action, Comedy, Family            ",5.7,3933,30.0
Under the Dome,"
Drama, Mystery, Sci-Fi            ",6.6,102725,43.0
The Founder,"
Biography, Drama            ",7.2,134759,115.0
Mononoke-hime,"
Animation, Action, Adventure            ",8.4,359473,134.0
Space Force,"
Comedy            ",6.7,49116,30.0
Timeless,"
Action, Adventure, Drama            ",7.7,38791,60.0
Seutateueob,"
Comedy, Drama, Romance            ",8.1,5778,80.0
La catedral del mar,"
Drama, History            ",7.5,3574,55.0
Beckett,"
Action, Crime, Drama            ",0.0,0,108.0
Triple Frontier,"
Action, Adventure, Crime            ",6.4,115059,125.0
Fondeados,"
Comedy            ",4.2,161,97.0
Sweet Home,"
Drama, Fantasy, Horror            ",7.4,12428,52.0
101 Dalmatians,"
Adventure, Comedy, Crime            ",5.7,106580,103.0
Warrior Nun,"
Action, Drama, Fantasy            ",6.9,24525,
The Irregulars,"
Crime, Drama, Fantasy            ",5.9,12624,
Party of Five,"
Drama, Family            ",6.8,9709,60.0
Lilyhammer,"
Comedy, Crime, Drama            ",8.0,27587,45.0
Frontier,"
Adventure, Drama, History            ",7.2,18202,60.0
El Cartel de los Sapos - El Origen,"
Crime, Drama            ",5.5,26,
Rampage,"
Action, Adventure, Sci-Fi            ",6.1,151688,107.0
The Croods,"
Animation, Adventure, Comedy            ",7.2,200206,98.0
Safe,"
Crime, Drama, Mystery            ",7.3,34984,356.0
The Firm,"
Drama, Mystery, Thriller            ",6.8,124972,154.0
Fauda,"
Action, Drama, Thriller            ",8.2,21689,60.0
The Clovehitch Killer,"
Crime, Drama, Mystery            ",6.6,21572,109.0
Serebryanye konki,"
Adventure, Drama, Family            ",7.1,3082,130.0
The Last Dance,"
Documentary, Biography, History            ",9.1,93041,491.0
Death Wish,"
Action, Crime, Drama            ",6.3,68094,107.0
We Can Be Heroes,"
Action, Comedy, Drama            ",4.7,12202,100.0
The Blues Brothers,"
Action, Adventure, Comedy            ",7.9,188459,133.0
The Highwaymen,"
Biography, Crime, Drama            ",6.9,81703,132.0
Unknown,"
Action, Mystery, Thriller            ",6.8,253999,113.0
Father of the Bride Part 3 (ish),"
Short, Family            ",7.0,669,26.0
Somos.,"
Crime, Drama, History            ",7.2,726,55.0
Hunt for the Wilderpeople,"
Adventure, Comedy, Drama            ",7.9,118166,101.0
Eliza Graves,"
Drama, Horror, Thriller            ",6.8,53438,112.0
Shin seiki evangerion,"
Animation, Action, Drama            ",8.5,55618,24.0
Monty Python and the Holy Grail,"
Adventure, Comedy, Fantasy            ",8.2,513289,91.0
Unorthodox,"
Drama            ",8.0,65121,53.0
What Happened to Monday,"
Action, Crime, Fantasy            ",6.9,112557,123.0
The Society,"
Drama, Mystery, Sci-Fi            ",7.1,23081,58.0
12 Monkeys,"
Adventure, Drama, Mystery            ",7.7,42021,42.0
Dirk Gently's Holistic Detective Agency,"
Action, Adventure, Comedy            ",8.2,45519,60.0
The Best of Enemies,"
Biography, Drama, History            ",7.2,13196,133.0
Sword Art Online,"
Animation, Action, Adventure            ",7.6,39325,24.0
His House,"
Drama, Horror, Thriller            ",6.5,32061,93.0
Troy: Fall of a City,"
Action, Adventure, Fantasy            ",3.8,12889,60.0
Impractical Jokers,"
Comedy, Reality-TV            ",8.5,35544,30.0
Unbreakable Kimmy Schmidt,"
Comedy            ",7.6,65718,30.0
The Harder They Fall,"
Drama, Western            ",0.0,0,
Atomic Blonde,"
Action, Thriller            ",6.7,182505,115.0
Rango,"
Animation, Adventure, Comedy            ",7.2,245778,107.0
The Defenders,"
Action, Adventure, Crime            ",7.3,94589,50.0
The Lucky One,"
Drama, Mystery, Romance            ",6.5,103765,101.0
Hush,"
Horror, Thriller            ",6.6,112354,82.0
The Order,"
Drama, Fantasy, Horror            ",6.8,23592,60.0
Santa Clarita Diet,"
Comedy, Horror            ",7.8,60032,30.0
Hillbilly Elegy,"
Drama            ",6.7,37137,116.0
Insatiable,"
Comedy, Drama, Thriller            ",6.5,24221,45.0
Spy Kids,"
Action, Adventure, Comedy            ",5.5,111413,88.0
The Boondocks,"
Animation, Action, Comedy            ",8.4,27816,22.0
White House Down,"
Action, Drama, Thriller            ",6.3,211395,131.0
Hemlock Grove,"
Drama, Fantasy, Horror            ",7.1,37861,46.0
Mighty Morphin Power Rangers,"
Action, Adventure, Family            ",6.5,20874,30.0
Love Island,"
Reality-TV            ",5.0,615,
Gilmore Girls: A Year in the Life,"
Comedy, Drama            ",7.6,32877,370.0
A Perfect Fit,"
Comedy, Drama, Romance            ",5.2,294,112.0
The Human Centipede (First Sequence),"
Horror            ",4.4,75214,92.0
Explained,"
Documentary            ",8.0,7568,18.0
Zenra kantoku,"
Biography, Drama            ",7.7,5160,48.0
Cars 3,"
Animation, Adventure, Comedy            ",6.7,83135,102.0
Southpaw,"
Action, Crime, Drama            ",7.4,223775,124.0
Disenchantment,"
Animation, Action, Adventure            ",7.2,51002,30.0
The Kissing Booth 3,"
Comedy, Romance            ",0.0,0,112.0
The A-Team,"
Action, Adventure, Thriller            ",6.7,250321,117.0
In the Shadow of the Moon,"
Crime, Mystery, Sci-Fi            ",6.2,44980,115.0
Steven Universe,"
Animation, Action, Adventure            ",8.2,28064,11.0
Outside the Wire,"
Action, Adventure, Fantasy            ",5.4,37342,114.0
Below Her Mouth,"
Drama, Romance            ",5.5,11129,94.0
Girl From Nowhere,"
Crime, Drama, Fantasy            ",7.7,2703,45.0
This Means War,"
Action, Comedy, Romance            ",6.3,179783,103.0
Shaft,"
Action, Comedy, Crime            ",6.4,48354,111.0
Lawrence of Arabia,"
Adventure, Biography, Drama            ",8.3,276605,228.0
Mars Attacks!,"
Comedy, Sci-Fi            ",6.3,215049,106.0
Versailles,"
Biography, Drama, History            ",7.9,14803,52.0
Sweet Girl,"
Action, Drama, Thriller            ",0.0,0,96.0
The Guernsey Literary and Potato Peel Pie Society,"
Drama, Romance, War            ",7.4,39672,124.0
Steins;Gate,"
Animation, Comedy, Drama            ",8.8,49834,24.0
Beauty and the Beast,"
Animation, Family, Fantasy            ",8.0,425384,84.0
The SpongeBob Movie: Sponge on the Run,"
Animation, Adventure, Comedy            ",6.0,14375,91.0
Finding Dory,"
Animation, Adventure, Comedy            ",7.3,250953,97.0
The Shannara Chronicles,"
Adventure, Fantasy, Sci-Fi            ",7.2,56121,42.0
The Wrong Missy,"
Comedy, Romance            ",5.7,35070,90.0
Kol,"
Crime, Horror, Mystery            ",7.1,23350,112.0
Public Enemies,"
Biography, Crime, Drama            ",7.0,288097,140.0
A Second Chance: Rivals!,"
Drama, Family, Sport            ",5.0,218,89.0
I Am Not Okay with This,"
Comedy, Drama, Fantasy            ",7.5,47433,30.0
127 Hours,"
Biography, Drama            ",7.5,357144,94.0
Army of the Dead: Lost Vegas,"
Animation, Action, Crime            ",0.0,0,
Jurassic Park III,"
Action, Adventure, Sci-Fi            ",5.9,302292,92.0
Lovesick,"
Comedy            ",8.1,17516,24.0
Revenge,"
Action, Horror, Thriller            ",6.4,39034,108.0
Total Recall,"
Action, Adventure, Sci-Fi            ",6.2,244708,118.0
Happy Valley,"
Crime, Drama            ",8.4,35283,58.0
Barbarians,"
Action, Adventure, Drama            ",7.2,20051,280.0
That Time I Got Reincarnated as a Slime,"
Animation, Action, Adventure            ",8.1,6084,25.0
Vis a vis,"
Drama, Thriller            ",8.2,18606,53.0
Footloose,"
Drama, Music, Romance            ",6.6,73935,107.0
Brand New Cherry Flavor,"
Drama, Horror, Mystery            ",0.0,0,
Hell on Wheels,"
Drama, Western            ",8.3,48854,42.0
Too Hot to Handle Brazil,"
Reality-TV, Romance            ",5.4,124,
Fairy Tail: Fearî teiru,"
Animation, Action, Adventure            ",8.0,21958,24.0
Brooklyn,"
Drama, Romance            ",7.5,135157,117.0
Pinocchio,"
Animation, Drama, Family            ",0.0,0,
On Becoming a God in Central Florida,"
Comedy            ",7.2,4580,46.0
Child's Play,"
Drama, Horror, Sci-Fi            ",5.7,46932,90.0
The Danish Girl,"
Biography, Drama, Romance            ",7.1,171124,119.0
The Bad Batch,"
Action, Horror, Mystery            ",5.3,28243,118.0
Into the Night,"
Drama, Sci-Fi, Thriller            ",7.1,23336,
Shûmatsu no Valkyrie,"
Animation, Action, Adventure            ",6.2,3126,24.0
Penguin Bloom,"
Drama            ",6.8,7309,95.0
Je8ileui Bam,"
Horror, Thriller            ",5.4,1797,115.0
Now You See Me 2,"
Action, Adventure, Comedy            ",6.5,261079,129.0
Undercover,"
Crime, Drama, Thriller            ",7.8,12708,50.0
Holidate,"
Comedy, Romance            ",6.1,51143,104.0
The Gift,"
Drama, Fantasy, Mystery            ",7.2,19841,40.0
Keeping Up with the Kardashians,"
Drama, Family, Reality-TV            ",2.8,27754,44.0
The Tourist,"
Action, Thriller            ",6.0,230565,103.0
The Emperor's New Groove,"
Animation, Adventure, Comedy            ",7.4,187523,78.0
Stateless,"
Drama            ",7.6,7693,316.0
Rake,"
Comedy, Drama            ",8.5,6924,60.0
Deepwater Horizon,"
Action, Drama, History            ",7.1,158184,107.0
Mob Psycho 100,"
Animation, Action, Comedy            ",8.6,19553,24.0
Blue Miracle,"
Adventure, Biography, Drama            ",6.7,4816,95.0
3Below: Tales of Arcadia,"
Animation, Action, Adventure            ",7.7,5095,24.0
Finding 'Ohana,"
Action, Adventure, Comedy            ",6.1,8280,123.0
1922,"
Crime, Drama, Horror            ",6.3,56699,102.0
Hubie Halloween,"
Comedy, Mystery            ",5.2,42044,103.0
Hold the Dark,"
Action, Drama, Thriller            ",5.6,34753,125.0
Boku dake ga inai machi,"
Animation, Drama, Fantasy            ",8.5,35113,264.0
The Amazing World of Gumball,"
Animation, Adventure, Comedy            ",8.2,24448,11.0
The Dictator,"
Comedy            ",6.4,287003,83.0
Miss Fisher's Murder Mysteries,"
Crime, Drama, Mystery            ",8.3,14457,60.0
Saikojiman Gwaenchanha,"
Comedy, Drama, Romance            ",8.8,14079,70.0
Julie and the Phantoms,"
Comedy, Drama, Family            ",8.5,7576,
Green Room,"
Horror, Thriller            ",7.0,112522,95.0
The Witcher: Nightmare of the Wolf,"
Animation, Action, Adventure            ",0.0,0,81.0
Utopia,"
Drama, Mystery, Sci-Fi            ",8.4,43067,50.0
The Post,"
Drama            ",7.2,141624,116.0
Dracula,"
Drama, Horror            ",6.8,43668,270.0
Spartacus,"
Adventure, Biography, Drama            ",7.9,128685,197.0
Tonari no Totoro,"
Animation, Family, Fantasy            ",8.2,305790,86.0
The Quick and the Dead,"
Action, Romance, Thriller            ",6.4,88608,107.0
I Am All Girls,"
Crime, Drama, Mystery            ",5.9,4331,107.0
Project Power,"
Action, Crime, Sci-Fi            ",6.0,77538,113.0
F Is for Family,"
Animation, Comedy, Drama            ",8.0,31263,30.0
Salvation,"
Drama, Sci-Fi, Thriller            ",7.0,19954,43.0
Knocked Up,"
Comedy, Romance            ",6.9,356979,129.0
The A List,"
Crime, Drama, Mystery            ",5.5,2333,25.0
The Sandman,"
Action, Adventure, Drama            ",0.0,0,
The White Tiger,"
Crime, Drama            ",7.1,51960,125.0
Fatal Attraction,"
Drama, Thriller            ",6.9,79936,119.0
Malcolm & Marie,"
Drama, Romance            ",6.7,30082,106.0
Falling Inn Love,"
Comedy, Romance            ",5.6,17284,98.0
Bad Blood,"
Crime, Drama            ",7.5,8238,47.0
Dark Desire,"
Drama, Mystery, Thriller            ",6.4,4317,30.0
Daybreak,"
Action, Adventure, Comedy            ",6.7,17040,60.0
Dreamgirls,"
Drama, Music, Musical            ",6.5,70985,130.0
Smokin' Aces,"
Action, Comedy, Crime            ",6.7,140790,109.0
Wu Assassins,"
Action, Crime, Drama            ",6.5,10655,44.0
